file;red;green;blue
_bb-Autosave.color1.jpg;0.160285;0.221434;0.140637
_bb-Autosave.color3.jpg;0.23657;0.400693;0.272115
_bb-SBOA2022_Gesamtplan_1-1_v2.jpg;0.673091;0.675529;0.670386
_bb-cirrus-1.jpg;0.282675;0.331018;0.232855
_bb-m31.jpg;0.367973;0.409729;0.314416
