file;red;green;blue
_bows2-4545.jpg;0.181721;0.181721;0.181721
_bows2-4546.jpg;0.112946;0.112946;0.112946
_bows2-4581.jpg;0.148201;0.148201;0.148201
_bows2-4589.jpg;0.230526;0.230526;0.230526
_bows2-4599.jpg;0.141857;0.141857;0.141857
_bows2-4674.jpg;0.392967;0.392967;0.392967
_bows2-4727.jpg;0.161812;0.161812;0.161812
_bows2-4747.jpg;0.223434;0.223434;0.223434
_bows2-4779.jpg;0.398129;0.398129;0.398129
_bows2-4795.jpg;0.401855;0.401855;0.401855
_bows2-4889.jpg;0.182331;0.182331;0.182331
_bows2-4919.jpg;0.328358;0.328358;0.328358
_bows2-4946.jpg;0.250839;0.250839;0.250839
_bows2-496.jpg;0.163029;0.163029;0.163029
_bows2-4979.jpg;0.305012;0.305012;0.305012
_bows2-5073.jpg;0.312191;0.312191;0.312191
_bows2-5079.jpg;0.304604;0.304604;0.304604
_bows2-5104.jpg;0.233025;0.233025;0.233025
_bows2-5122.jpg;0.229923;0.229923;0.229923
_bows2-5132.jpg;0.212292;0.212292;0.212292
_bows2-5148.jpg;0.224171;0.224171;0.224171
_bows2-5163.jpg;0.253345;0.253345;0.253345
_bows2-5169.jpg;0.181259;0.181259;0.181259
_bows2-52.jpg;0.301723;0.301723;0.301723
_bows2-5207.jpg;0.0935936;0.0935936;0.0935936
_bows2-5224.jpg;0.319195;0.319195;0.319195
_bows2-5231.jpg;0.161648;0.161648;0.161648
_bows2-5241.jpg;0.337955;0.337955;0.337955
_bows2-5309.jpg;0.242573;0.242573;0.242573
_bows2-5340.jpg;0.290653;0.290653;0.290653
_bows2-5344.jpg;0.355488;0.355488;0.355488
_bows2-5376.jpg;0.116554;0.116554;0.116554
_bows2-5386.jpg;0.284634;0.284634;0.284634
_bows2-5424.jpg;0.157055;0.157055;0.157055
_bows2-5437.jpg;0.351894;0.351894;0.351894
_bows2-5462.jpg;0.280502;0.280502;0.280502
_bows2-5477.jpg;0.172375;0.172375;0.172375
_bows2-5565.jpg;0.238148;0.238148;0.238148
_bows2-618.jpg;0.389473;0.389473;0.389473
_bows2-634.jpg;0.28558;0.28558;0.28558
_bows2-640.jpg;0.240295;0.240295;0.240295
_bows2-70.jpg;0.273106;0.273106;0.273106
_bows2-717.jpg;0.237083;0.237083;0.237083
_bows2-725.jpg;0.194817;0.194817;0.194817
_bows2-730.jpg;0.248993;0.248993;0.248993
_bows2-736.jpg;0.223793;0.223793;0.223793
_bows2-799.jpg;0.073761;0.073761;0.073761
_bows2-83.jpg;0.21516;0.21516;0.21516
_bows2-921.jpg;0.466381;0.466381;0.466381
_bows2-924.jpg;0.208721;0.208721;0.208721
_bows2-950.jpg;0.18792;0.18792;0.18792
_bows2-99.jpg;0.179409;0.179409;0.179409
